Player,Nation,Squad,Posición Principal,Posición Secundaria,League,Born,MP,Min,90s,Gls,Ast,G+A,G-PK,xAG,Gls/90,Ast/90,G+A/90,G-PK/90,xG/90,xAG/90,xG+xAG,npxG/90,Sh,SoT,SoT%,SoT/90,G/Sh,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,SCA,SCA90,GCA,GCA90,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_med,Att_med,Cmp%_med,Cmp_long,Att_long,Cmp%_long,xA,A-xAG,KP,pass_1/3,PPA,CrsPA,PrgP,FK_pass,BallThrough,Switch,Crs,CK_pass,Off,Blocks,Touches,touch_Def Pen,touch_Def 3rd,touch_Mid 3rd,touch_Att 3rd,touch_Att Pen,TO_Succ%,Carries,carries_TotDist,carries_PrgDist,PrgC,carries_1/3,CPA,Rec,PrgR,Mn/MP,Min%,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off/90,Tkl,TklW,tkl_Def 3rd,tkl_Mid 3rd,tkl_Att 3rd,Tkl/90,Tkl%,Blocks.1,Int,Tkl+Int,Clr,CrdY,CrdR,2CrdY,Fls,Fld,Off.1,PKwon,OG,Recov,Won,Lost,Won%
Lindsey Horan,USA,Olympique Lyonnais,MF,None,Première Ligue - FRA,1994,13,1018,11.3,11,8,19,10,4.1,0.97,0.71,1.68,0.88,0.58,0.36,0.95,0.46,51,19,37.3,1.68,0.2,12.3,1.0,1,2,6.6,5.2,0.1,4.4,4.8,63.0,5.57,14.0,1.24,629.0,730.0,86.2,9936.0,2596.0,328.0,366.0,89.6,229.0,263.0,87.1,46.0,56.0,82.1,3.7,3.9,26.0,71.0,25.0,5.0,82.0,4.0,0.0,3.0,16,1.0,2.0,9.0,854.0,8.0,52.0,374.0,433.0,99.0,18.8,455.0,2297.0,876.0,22.0,21.0,4.0,724.0,113.0,78.0,62.8,13,78.0,4,0,0.0,1.0,2.85,50.0,5.0,45.0,3.98,-0.59,12.0,9,1.0,4.0,7.0,4.0,66.7,3.0,1,13.0,4.0,0,0,0,8,12,7,0.0,0,43.0,19.0,3.0,86.4
Sofia Huerta,USA,Olympique Lyonnais,DF,None,Première Ligue - FRA,1992,12,679,7.5,1,0,1,1,0.8,0.13,0.0,0.13,0.13,0.08,0.11,0.19,0.08,10,4,40.0,0.53,0.1,18.4,0.0,0,0,0.6,0.6,0.06,0.4,0.4,25.0,3.31,3.0,0.4,480.0,568.0,84.5,7790.0,2581.0,229.0,265.0,86.4,219.0,242.0,90.5,21.0,41.0,51.2,1.2,-0.8,7.0,49.0,11.0,4.0,57.0,5.0,0.0,0.0,28,1.0,2.0,8.0,618.0,8.0,91.0,341.0,187.0,11.0,33.3,262.0,1717.0,757.0,19.0,10.0,1.0,401.0,48.0,57.0,41.9,7,84.0,5,5,18.0,4.0,3.0,42.0,0.0,42.0,5.57,0.82,9.0,6,1.0,5.0,3.0,5.0,71.4,5.0,9,18.0,7.0,0,0,0,4,5,0,0.0,0,48.0,2.0,2.0,50.0
Sarah Hunter,AUS,Paris FC,MF,FW,Première Ligue - FRA,2003,8,159,1.8,0,0,0,0,0.2,0.0,0.0,0.0,0.0,0.05,0.12,0.17,0.05,2,2,100.0,1.13,0.0,26.6,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,5.0,2.83,0.0,0.0,74.0,88.0,84.1,1516.0,332.0,27.0,30.0,90.0,34.0,39.0,87.2,13.0,17.0,76.5,0.2,-0.2,2.0,7.0,4.0,1.0,10.0,1.0,1.0,0.0,2,1.0,0.0,1.0,98.0,1.0,19.0,57.0,24.0,2.0,0.0,40.0,177.0,58.0,3.0,0.0,1.0,68.0,7.0,20.0,9.8,1,64.0,0,7,14.0,4.0,2.13,8.0,1.0,7.0,3.96,0.36,1.0,0,1.0,0.0,0.0,1.0,50.0,2.0,3,4.0,0.0,0,0,0,1,1,0,0.0,0,6.0,0.0,2.0,0.0
Oceane Hurtre,FRA,Paris Saint-Germain,MF,DF,Première Ligue - FRA,2004,9,198,2.2,0,1,1,0,0.7,0.0,0.45,0.45,0.0,0.07,0.33,0.41,0.07,2,0,0.0,0.0,0.0,23.1,1.0,0,0,0.2,0.2,0.08,-0.2,-0.2,8.0,3.62,1.0,0.45,111.0,171.0,64.9,2298.0,936.0,37.0,48.0,77.1,50.0,75.0,66.7,22.0,44.0,50.0,0.6,0.3,6.0,10.0,1.0,1.0,8.0,5.0,0.0,0.0,31,14.0,0.0,3.0,183.0,6.0,43.0,79.0,62.0,5.0,0.0,91.0,539.0,187.0,2.0,5.0,2.0,113.0,16.0,22.0,12.2,1,79.0,0,8,15.0,2.0,2.44,7.0,2.0,5.0,2.27,0.04,3.0,3,2.0,1.0,0.0,1.0,33.3,5.0,0,3.0,3.0,0,0,0,2,1,0,0.0,0,17.0,2.0,1.0,66.7
Sarah Jankovska,DEN,Dijon FCO,MF,None,Première Ligue - FRA,1999,18,1209,13.4,0,1,1,0,0.8,0.0,0.07,0.07,0.0,0.04,0.06,0.1,0.04,22,6,27.3,0.45,0.0,29.4,0.0,0,0,0.6,0.6,0.03,-0.6,-0.6,35.0,2.6,4.0,0.3,359.0,466.0,77.0,6873.0,2083.0,133.0,173.0,76.9,171.0,197.0,86.8,48.0,76.0,63.2,0.7,0.2,13.0,48.0,8.0,1.0,51.0,5.0,0.0,4.0,8,2.0,3.0,4.0,639.0,23.0,130.0,384.0,133.0,7.0,38.1,269.0,1279.0,454.0,8.0,5.0,2.0,390.0,25.0,67.0,74.6,15,76.0,2,3,25.0,0.0,1.83,17.0,19.0,-2.0,-0.15,-1.0,33.0,22,9.0,21.0,3.0,24.0,63.2,26.0,26,59.0,19.0,5,0,0,19,25,1,0.0,0,62.0,7.0,11.0,38.9
Inès Jaurena,FRA,FC Fleury 91,MF,DF,Première Ligue - FRA,1991,16,1245,13.8,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,6,1,16.7,0.07,0.0,24.0,0.0,0,0,0.4,0.4,0.06,-0.4,-0.4,23.0,1.66,3.0,0.22,467.0,572.0,81.6,7623.0,3005.0,207.0,243.0,85.2,211.0,246.0,85.8,27.0,47.0,57.4,0.4,-0.1,5.0,27.0,6.0,0.0,36.0,16.0,1.0,0.0,1,0.0,0.0,9.0,666.0,73.0,332.0,284.0,55.0,2.0,30.0,257.0,1127.0,467.0,1.0,2.0,0.0,388.0,4.0,78.0,76.9,13,88.0,12,3,35.0,0.0,1.69,29.0,14.0,15.0,1.08,0.26,20.0,17,8.0,10.0,2.0,9.0,47.4,20.0,12,32.0,29.0,4,0,0,10,8,1,0.0,0,82.0,11.0,10.0,52.4
Klaudia Jedlińska,POL,Dijon FCO,MF,FW,Première Ligue - FRA,2000,15,918,10.2,7,4,11,7,1.3,0.69,0.39,1.08,0.69,0.33,0.13,0.46,0.32,28,12,42.9,1.18,0.25,15.7,0.0,0,0,3.4,3.3,0.12,3.6,3.7,33.0,3.24,9.0,0.88,200.0,276.0,72.5,2945.0,722.0,118.0,135.0,87.4,67.0,100.0,67.0,8.0,25.0,32.0,1.1,2.7,12.0,13.0,9.0,3.0,22.0,0.0,0.0,0.0,25,0.0,1.0,4.0,409.0,3.0,55.0,157.0,205.0,43.0,46.7,214.0,1446.0,653.0,28.0,17.0,8.0,272.0,92.0,61.0,56.7,10,78.0,1,5,28.0,0.0,2.13,22.0,13.0,9.0,0.88,0.95,23.0,21,8.0,9.0,6.0,11.0,61.1,15.0,13,36.0,4.0,3,0,0,12,14,6,0.0,0,39.0,6.0,9.0,40.0
Emmy Jezequel,FRA,RC Strasbourg Alsace,DF,None,Première Ligue - FRA,2001,16,1188,13.2,0,1,1,0,0.4,0.0,0.08,0.08,0.0,0.0,0.03,0.03,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,13.0,0.98,2.0,0.15,565.0,766.0,73.8,11063.0,5823.0,194.0,245.0,79.2,300.0,376.0,79.8,63.0,122.0,51.6,0.7,0.6,5.0,55.0,1.0,1.0,59.0,17.0,1.0,2.0,16,0.0,2.0,11.0,894.0,67.0,462.0,345.0,91.0,3.0,45.0,440.0,2278.0,1227.0,16.0,11.0,1.0,556.0,18.0,74.0,73.3,13,85.0,10,3,26.0,2.0,0.5,8.0,26.0,-18.0,-1.36,0.29,27.0,17,16.0,8.0,3.0,16.0,69.6,16.0,16,43.0,32.0,0,0,0,6,0,0,0.0,0,48.0,4.0,4.0,50.0
Taeryne Job,FRA,AS Saint Etienne,DF,None,Première Ligue - FRA,2006,8,48,0.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.87,0.0,0.0,31.0,36.0,86.1,518.0,333.0,16.0,18.0,88.9,12.0,13.0,92.3,3.0,5.0,60.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,46.0,4.0,17.0,21.0,8.0,0.0,100.0,9.0,47.0,20.0,1.0,1.0,0.0,21.0,2.0,6.0,3.0,0,0.0,0,8,6.0,10.0,0.38,1.0,5.0,-4.0,-7.5,-1.25,2.0,2,0.0,2.0,0.0,1.0,100.0,2.0,1,3.0,3.0,0,0,0,0,0,1,0.0,0,5.0,0.0,1.0,0.0
Liana Joseph,FRA,RC Strasbourg Alsace,FW,None,Première Ligue - FRA,2006,2,180,2.0,2,0,2,2,0.1,1.0,0.0,1.0,1.0,0.34,0.03,0.38,0.34,5,3,60.0,1.5,0.4,11.4,0.0,0,0,0.7,0.7,0.14,1.3,1.3,4.0,2.0,0.0,0.0,14.0,23.0,60.9,237.0,53.0,4.0,8.0,50.0,7.0,10.0,70.0,1.0,1.0,100.0,0.1,-0.1,1.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,4,0.0,0.0,2.0,52.0,0.0,5.0,24.0,25.0,11.0,25.0,23.0,146.0,80.0,3.0,3.0,2.0,27.0,9.0,90.0,11.1,2,90.0,2,0,0.0,0.0,0.5,2.0,3.0,-1.0,-0.5,1.17,3.0,1,0.0,3.0,0.0,2.0,66.7,3.0,0,3.0,1.0,0,0,0,3,2,5,0.0,0,3.0,0.0,3.0,0.0
Mathilde Kack,FRA,Stade de Reims,DF,None,Première Ligue - FRA,2000,16,1385,15.4,0,1,1,0,0.7,0.0,0.06,0.06,0.0,0.06,0.05,0.1,0.06,7,0,0.0,0.0,0.0,12.1,0.0,0,0,0.9,0.9,0.12,-0.9,-0.9,7.0,0.45,1.0,0.06,479.0,621.0,77.1,9817.0,4123.0,133.0,158.0,84.2,277.0,320.0,86.6,62.0,128.0,48.4,0.3,0.3,3.0,26.0,2.0,0.0,23.0,42.0,0.0,1.0,1,1.0,1.0,5.0,748.0,91.0,498.0,240.0,15.0,7.0,28.6,299.0,1377.0,733.0,0.0,2.0,0.0,392.0,0.0,87.0,85.5,16,87.0,14,0,0.0,1.0,0.69,19.0,31.0,-12.0,-0.78,0.32,19.0,16,12.0,7.0,0.0,14.0,58.3,11.0,18,37.0,56.0,0,0,0,3,9,0,0.0,0,74.0,15.0,19.0,44.1
Rose Kadzere,MWI,Montpellier HSC,FW,MF,Première Ligue - FRA,2006,12,349,3.9,3,1,4,3,0.1,0.77,0.26,1.03,0.77,0.34,0.03,0.37,0.34,16,7,43.8,1.81,0.19,18.0,0.0,0,0,1.3,1.3,0.08,1.7,1.7,11.0,2.84,3.0,0.77,62.0,100.0,62.0,996.0,265.0,31.0,50.0,62.0,22.0,35.0,62.9,6.0,7.0,85.7,0.1,0.9,2.0,4.0,4.0,1.0,10.0,1.0,0.0,2.0,2,0.0,1.0,3.0,159.0,2.0,17.0,61.0,86.0,16.0,14.3,86.0,580.0,240.0,9.0,6.0,3.0,115.0,28.0,29.0,21.5,1,89.0,0,11,24.0,1.0,1.58,15.0,9.0,6.0,1.55,1.34,1.0,1,0.0,0.0,1.0,1.0,25.0,7.0,3,4.0,3.0,0,0,0,5,5,1,0.0,0,15.0,4.0,6.0,40.0
Ewelina Kamczyk,POL,FC Fleury 91,MF,FW,Première Ligue - FRA,1996,18,1493,16.6,4,4,8,3,2.5,0.24,0.24,0.48,0.18,0.24,0.15,0.38,0.19,42,13,31.0,0.78,0.07,20.8,1.0,1,1,3.9,3.2,0.08,0.1,-0.2,48.0,2.89,8.0,0.48,409.0,599.0,68.3,7059.0,2130.0,185.0,235.0,78.7,165.0,231.0,71.4,43.0,83.0,51.8,2.0,1.5,19.0,48.0,14.0,2.0,72.0,4.0,5.0,5.0,20,5.0,5.0,20.0,790.0,8.0,109.0,445.0,242.0,44.0,36.1,333.0,2020.0,700.0,18.0,15.0,7.0,546.0,66.0,83.0,92.2,18,83.0,9,0,0.0,0.0,1.67,31.0,18.0,13.0,0.78,-0.89,23.0,20,6.0,15.0,2.0,8.0,42.1,10.0,14,37.0,8.0,0,0,0,9,29,1,0.0,0,100.0,5.0,6.0,45.5
Merveille Kanjinga,Unknown,Paris Saint-Germain,FW,DF,Première Ligue - FRA,2003,3,186,2.1,1,2,3,1,0.6,0.48,0.97,1.45,0.48,0.39,0.27,0.66,0.39,10,6,60.0,2.9,0.1,16.7,0.0,0,0,0.8,0.8,0.08,0.2,0.2,5.0,2.41,2.0,0.96,38.0,62.0,61.3,737.0,185.0,17.0,25.0,68.0,14.0,23.0,60.9,7.0,9.0,77.8,0.4,1.4,4.0,3.0,7.0,4.0,5.0,0.0,0.0,0.0,12,0.0,1.0,6.0,98.0,3.0,6.0,36.0,58.0,14.0,33.3,47.0,322.0,168.0,9.0,1.0,7.0,71.0,30.0,62.0,11.5,2,79.0,1,1,28.0,0.0,2.33,6.0,1.0,5.0,2.42,-0.11,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1,1.0,3.0,0,0,0,2,1,2,0.0,0,4.0,3.0,2.0,60.0
Sakina Karchaoui,FRA,Paris Saint-Germain,FW,MF,Première Ligue - FRA,1996,14,1226,13.6,4,4,8,4,3.9,0.29,0.29,0.59,0.29,0.13,0.28,0.42,0.13,25,10,40.0,0.73,0.16,21.7,0.0,0,0,1.8,1.8,0.07,2.2,2.2,64.0,4.7,5.0,0.37,639.0,830.0,77.0,11138.0,3273.0,298.0,348.0,85.6,263.0,322.0,81.7,64.0,124.0,51.6,4.1,0.1,30.0,63.0,35.0,11.0,89.0,31.0,1.0,6.0,93,40.0,8.0,8.0,1020.0,9.0,87.0,453.0,492.0,44.0,33.3,503.0,2760.0,1146.0,35.0,30.0,14.0,743.0,141.0,88.0,75.7,14,88.0,10,0,0.0,0.0,2.36,32.0,9.0,23.0,1.69,0.75,29.0,22,8.0,14.0,7.0,11.0,52.4,11.0,22,51.0,8.0,2,0,0,22,39,7,1.0,0,81.0,8.0,10.0,44.4
Sarah Kassi,MAR,FC Fleury 91,MF,None,Première Ligue - FRA,2003,14,1027,11.4,1,2,3,1,0.4,0.09,0.18,0.26,0.09,0.04,0.04,0.07,0.04,3,1,33.3,0.09,0.33,12.2,0.0,0,0,0.4,0.4,0.14,0.6,0.6,14.0,1.23,2.0,0.18,290.0,370.0,78.4,4585.0,1432.0,142.0,167.0,85.0,116.0,139.0,83.5,19.0,36.0,52.8,0.8,1.6,9.0,25.0,10.0,1.0,33.0,6.0,1.0,0.0,2,0.0,3.0,8.0,493.0,30.0,160.0,272.0,65.0,7.0,22.2,119.0,431.0,180.0,2.0,4.0,0.0,250.0,13.0,73.0,63.4,13,78.0,5,1,11.0,2.0,1.43,20.0,17.0,3.0,0.26,-0.83,21.0,19,4.0,15.0,2.0,11.0,73.3,19.0,22,43.0,17.0,2,0,0,13,3,0,0.0,0,58.0,10.0,10.0,50.0
Marie-Antoinette Katoto,FRA,Paris Saint-Germain,FW,None,Première Ligue - FRA,1998,16,1126,12.5,10,3,13,10,2.0,0.8,0.24,1.04,0.8,0.48,0.16,0.64,0.48,35,21,60.0,1.68,0.29,10.6,0.0,0,0,6.0,6.0,0.17,4.0,4.0,38.0,3.04,11.0,0.88,276.0,338.0,81.7,4582.0,885.0,135.0,161.0,83.9,110.0,131.0,84.0,23.0,28.0,82.1,2.1,1.0,14.0,20.0,12.0,1.0,36.0,0.0,0.0,1.0,6,0.0,1.0,4.0,450.0,10.0,31.0,187.0,237.0,74.0,42.3,240.0,1190.0,407.0,13.0,9.0,8.0,355.0,92.0,70.0,69.5,13,81.0,6,3,23.0,0.0,2.25,33.0,8.0,25.0,2.0,0.43,4.0,2,0.0,3.0,1.0,1.0,50.0,6.0,3,7.0,10.0,1,0,0,7,7,11,0.0,0,18.0,17.0,13.0,56.7
Grace Kazadi,FRA,EA Guingamp,DF,None,Première Ligue - FRA,2001,15,1265,14.1,0,1,1,0,0.7,0.0,0.07,0.07,0.0,0.0,0.05,0.06,0.0,1,0,0.0,0.0,0.0,22.8,0.0,0,0,0.0,0.0,0.04,0.0,0.0,15.0,1.07,4.0,0.28,588.0,749.0,78.5,10264.0,4543.0,263.0,305.0,86.2,284.0,346.0,82.1,36.0,67.0,53.7,0.7,0.3,5.0,29.0,5.0,2.0,36.0,18.0,2.0,1.0,8,0.0,1.0,16.0,855.0,70.0,461.0,318.0,87.0,2.0,73.3,336.0,1737.0,854.0,8.0,5.0,1.0,461.0,12.0,84.0,78.1,15,84.0,11,0,0.0,0.0,0.2,9.0,56.0,-47.0,-3.34,0.15,21.0,16,8.0,10.0,3.0,10.0,55.6,21.0,15,36.0,21.0,6,0,0,11,12,1,1.0,1,83.0,5.0,5.0,50.0
Lea Khelifi,FRA,Montpellier HSC,MF,FW,Première Ligue - FRA,1999,17,1127,12.5,3,2,5,3,1.5,0.24,0.16,0.4,0.24,0.11,0.12,0.23,0.11,17,8,47.1,0.64,0.18,19.7,0.0,0,0,1.4,1.4,0.08,1.6,1.6,23.0,1.84,4.0,0.32,309.0,411.0,75.2,4206.0,1164.0,179.0,224.0,79.9,94.0,123.0,76.4,9.0,17.0,52.9,1.3,0.5,16.0,23.0,14.0,2.0,38.0,0.0,0.0,0.0,10,0.0,1.0,9.0,537.0,7.0,82.0,273.0,189.0,30.0,41.9,255.0,1473.0,498.0,11.0,9.0,4.0,362.0,50.0,66.0,69.6,14,77.0,1,3,15.0,0.0,1.35,19.0,21.0,-2.0,-0.16,-0.18,22.0,14,5.0,14.0,3.0,10.0,58.8,13.0,7,29.0,3.0,2,0,0,7,15,3,0.0,0,55.0,9.0,9.0,50.0
Pilar Khoury,LIB,RC Strasbourg Alsace,MF,FW,Première Ligue - FRA,1994,9,243,2.7,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.27,0.04,0.31,0.27,8,3,37.5,1.11,0.0,14.1,0.0,0,0,0.7,0.7,0.09,-0.7,-0.7,5.0,1.86,0.0,0.0,25.0,50.0,50.0,385.0,102.0,13.0,23.0,56.5,10.0,17.0,58.8,1.0,4.0,25.0,0.0,-0.1,2.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,4,0.0,0.0,3.0,75.0,2.0,5.0,36.0,35.0,12.0,16.7,47.0,356.0,137.0,6.0,5.0,2.0,58.0,15.0,27.0,15.0,1,58.0,0,8,23.0,3.0,0.33,0.0,4.0,-4.0,-1.48,0.34,4.0,4,2.0,1.0,1.0,1.0,50.0,0.0,2,6.0,1.0,0,0,0,2,3,2,0.0,0,5.0,5.0,3.0,62.5
Katarzyna Kiedrzynek,POL,Paris Saint-Germain,GK,None,Première Ligue - FRA,1991,2,180,2.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,44.0,79.5,899.0,714.0,8.0,9.0,88.9,18.0,18.0,100.0,9.0,17.0,52.9,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0.0,0.0,0.0,45.0,36.0,44.0,1.0,0.0,0.0,0.0,20.0,59.0,41.0,0.0,0.0,0.0,30.0,0.0,90.0,11.1,2,90.0,2,0,0.0,12.0,3.0,7.0,0.0,7.0,3.5,0.97,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1.0,0.0,0.0,0.0
Louise Kleczewski,FRA,Havre AC,DF,MF,Première Ligue - FRA,2006,6,196,2.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.92,0.0,0.0,66.0,111.0,59.5,1199.0,738.0,23.0,36.0,63.9,35.0,54.0,64.8,7.0,14.0,50.0,0.1,0.0,0.0,10.0,1.0,0.0,12.0,1.0,0.0,0.0,2,1.0,0.0,5.0,132.0,5.0,51.0,53.0,28.0,1.0,0.0,38.0,192.0,96.0,2.0,2.0,0.0,62.0,5.0,33.0,12.1,2,62.0,0,4,18.0,8.0,0.0,2.0,5.0,-3.0,-1.38,-0.39,4.0,3,3.0,0.0,1.0,3.0,75.0,3.0,3,7.0,4.0,0,0,0,1,0,0,0.0,0,9.0,0.0,2.0,0.0
Inès Konan,CIV,FC Fleury 91,FW,MF,Première Ligue - FRA,2002,13,365,4.1,0,2,2,0,0.4,0.0,0.49,0.49,0.0,0.2,0.11,0.31,0.2,9,3,33.3,0.74,0.0,17.3,0.0,0,0,0.8,0.8,0.09,-0.8,-0.8,16.0,3.95,2.0,0.49,81.0,120.0,67.5,1313.0,452.0,36.0,46.0,78.3,29.0,40.0,72.5,9.0,20.0,45.0,0.3,1.6,7.0,13.0,5.0,2.0,18.0,0.0,0.0,1.0,10,0.0,1.0,4.0,191.0,4.0,19.0,80.0,97.0,17.0,41.2,84.0,606.0,201.0,11.0,6.0,9.0,124.0,33.0,28.0,22.5,3,63.0,0,10,18.0,2.0,1.54,5.0,4.0,1.0,0.25,-0.17,10.0,7,5.0,2.0,3.0,5.0,62.5,6.0,3,13.0,5.0,3,0,0,6,9,1,0.0,0,13.0,2.0,3.0,40.0
Dominika Kopińska,POL,FC Fleury 91,MF,FW,Première Ligue - FRA,1999,11,219,2.4,2,0,2,2,0.1,0.82,0.0,0.82,0.82,0.35,0.02,0.37,0.35,9,3,33.3,1.23,0.22,14.5,1.0,0,0,0.8,0.8,0.09,1.2,1.2,9.0,3.7,1.0,0.41,38.0,59.0,64.4,598.0,87.0,18.0,26.0,69.2,18.0,26.0,69.2,1.0,4.0,25.0,0.1,-0.1,2.0,4.0,0.0,0.0,6.0,0.0,0.0,1.0,1,0.0,0.0,0.0,82.0,1.0,5.0,48.0,30.0,13.0,0.0,34.0,143.0,72.0,3.0,0.0,0.0,65.0,17.0,20.0,13.5,2,50.0,0,9,13.0,1.0,1.73,7.0,4.0,3.0,1.23,0.49,3.0,1,0.0,3.0,0.0,0.0,0.0,0.0,1,4.0,0.0,1,0,0,7,2,2,0.0,0,6.0,4.0,3.0,57.1
Kaja Korošec,SVN,Paris FC,MF,None,Première Ligue - FRA,2001,17,1232,13.7,1,3,4,1,1.4,0.07,0.22,0.29,0.07,0.12,0.1,0.22,0.12,18,3,16.7,0.22,0.06,19.3,0.0,0,0,1.6,1.6,0.09,-0.6,-0.6,31.0,2.26,8.0,0.58,490.0,609.0,80.5,9531.0,2659.0,164.0,204.0,80.4,253.0,305.0,83.0,67.0,79.0,84.8,1.2,1.6,16.0,51.0,13.0,2.0,61.0,0.0,1.0,0.0,8,1.0,1.0,5.0,749.0,23.0,166.0,425.0,162.0,28.0,80.0,291.0,1651.0,592.0,15.0,12.0,5.0,484.0,26.0,72.0,76.0,15,78.0,9,2,32.0,0.0,2.41,40.0,6.0,34.0,2.48,-0.54,39.0,30,8.0,28.0,3.0,17.0,73.9,20.0,20,59.0,13.0,1,0,0,6,7,0,0.0,0,66.0,12.0,11.0,52.2
Eva Kouache,FRA,Havre AC,DF,None,Première Ligue - FRA,2000,12,851,9.5,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,2,1,50.0,0.11,0.0,32.7,0.0,0,0,0.0,0.0,0.02,0.0,0.0,11.0,1.16,0.0,0.0,290.0,460.0,63.0,4867.0,3047.0,141.0,169.0,83.4,122.0,187.0,65.2,24.0,82.0,29.3,0.5,-0.5,4.0,25.0,9.0,4.0,29.0,11.0,1.0,0.0,24,0.0,2.0,12.0,556.0,34.0,250.0,216.0,92.0,3.0,40.0,147.0,947.0,381.0,8.0,8.0,0.0,256.0,14.0,71.0,52.5,9,85.0,7,3,27.0,0.0,1.25,9.0,10.0,-1.0,-0.11,0.32,19.0,15,15.0,4.0,0.0,12.0,57.1,14.0,12,31.0,25.0,2,0,0,5,4,1,0.0,0,30.0,1.0,7.0,12.5
Nadia Krezyman,POL,Dijon FCO,MF,FW,Première Ligue - FRA,2004,16,967,10.7,3,6,9,3,2.6,0.28,0.56,0.84,0.28,0.17,0.24,0.41,0.17,19,7,36.8,0.65,0.16,16.9,0.0,0,0,1.8,1.8,0.1,1.2,1.2,36.0,3.35,7.0,0.65,197.0,289.0,68.2,3022.0,889.0,105.0,130.0,80.8,76.0,111.0,68.5,10.0,23.0,43.5,3.1,3.4,16.0,12.0,13.0,5.0,29.0,0.0,0.0,1.0,32,1.0,3.0,12.0,428.0,4.0,45.0,157.0,231.0,50.0,35.0,222.0,1754.0,861.0,36.0,28.0,20.0,291.0,100.0,60.0,59.7,13,69.0,0,3,24.0,1.0,1.88,18.0,11.0,7.0,0.65,-0.06,18.0,10,5.0,11.0,2.0,10.0,50.0,11.0,13,31.0,5.0,0,0,0,14,13,3,1.0,0,33.0,1.0,4.0,20.0
Luna Laboucarie,FRA,Havre AC,FW,DF,Première Ligue - FRA,2008,5,52,0.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.31,0.31,2,2,100.0,3.46,0.0,12.8,0.0,0,0,0.2,0.2,0.09,-0.2,-0.2,3.0,5.19,0.0,0.0,8.0,14.0,57.1,109.0,63.0,5.0,8.0,62.5,3.0,4.0,75.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,1,0.0,0.0,0.0,27.0,0.0,2.0,13.0,13.0,3.0,0.0,13.0,64.0,11.0,0.0,1.0,0.0,18.0,4.0,10.0,3.2,0,0.0,0,5,10.0,1.0,0.0,0.0,1.0,-1.0,-1.73,-1.5,4.0,3,0.0,2.0,2.0,2.0,100.0,0.0,1,5.0,0.0,1,0,0,4,3,1,0.0,0,3.0,1.0,1.0,50.0
Mana Lamine,CMR,Stade de Reims,MF,FW,Première Ligue - FRA,2005,11,379,4.2,0,2,2,0,1.3,0.0,0.47,0.47,0.0,0.06,0.3,0.36,0.06,3,1,33.3,0.24,0.0,20.1,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2,9.0,2.14,2.0,0.48,81.0,133.0,60.9,1358.0,319.0,39.0,59.0,66.1,33.0,45.0,73.3,6.0,13.0,46.2,1.1,0.7,2.0,6.0,2.0,1.0,6.0,1.0,1.0,1.0,7,0.0,0.0,11.0,190.0,3.0,28.0,75.0,91.0,11.0,42.3,104.0,860.0,399.0,16.0,9.0,3.0,126.0,31.0,34.0,23.4,3,67.0,1,8,22.0,0.0,0.45,5.0,13.0,-8.0,-1.9,-0.16,5.0,3,1.0,2.0,2.0,3.0,42.9,4.0,0,5.0,2.0,0,1,0,6,7,2,0.0,0,12.0,2.0,4.0,33.3
